epoch,train_loss,val_loss,train_qwk,val_qwk,lr
1,1.3907260075668615,1.2090580056353313,0.684463192522712,0.8462859325609953,5e-05
2,1.233038486756674,1.1998257995620976,0.8236705438297057,0.8431208778892408,4.9806810182204715e-05
3,1.1798893912925799,1.1129514332709274,0.8530426653227658,0.8705868952359257,4.9230287447651464e-05
4,1.1278634388266409,1.1546141616697234,0.8741180830266221,0.8858689643715665,4.827952390426216e-05
5,1.0925308861493577,1.1830410613277094,0.8973849389022277,0.8842124449059396,4.696951366107466e-05
6,1.0740712353910162,1.2267253127524522,0.884657013711512,0.8485832866238829,4.532091636218621e-05
7,1.0770785711050521,1.368344613207065,0.8945291888807874,0.8745621356951522,4.335973137182458e-05
8,1.054589480466394,1.1992422955307533,0.9002442992557969,0.8779440467131834,4.111688774884289e-05
9,0.9933019200595122,1.177264351670335,0.9055435252394801,0.88003719243702,3.862775647698541e-05
